business_name,telephone,business_page,category,website,street,locality,region,zipcode
Sinclairville Elementary School,(716) 962-5195,https://www.yellowpages.com/sinclairville-ny/mip/sinclairville-elementary-school-15092633,"Public Schools,Schools,Elementary Schools",https://www.cvcougars.org,43 Sinclair Dr,Sinclairville,NY,14782
Parsonage Methodist & Scott Tyler,(518) 585-7056,https://www.yellowpages.com/ticonderoga-ny/mip/parsonage-methodist-scott-tyler-453198709,Religious Organizations,,340 Amherst Ave,Ticonderoga,NY,12883
Lord Our Righteousness Fellows,(315) 675-6008,https://www.yellowpages.com/bernhards-bay-ny/mip/lord-our-righteousness-fellows-483852819,"Religious Organizations,Churches & Places of Worship",,12 Willard Dr,Bernhards Bay,NY,13028
Church Amherst Alliance,(716) 688-1634,https://www.yellowpages.com/getzville-ny/mip/church-amherst-alliance-11291968,"Religious Organizations,Churches & Places of Worship",,3885 Millersport Hwy,Getzville,NY,14068
Family Worship Center,(585) 243-0227,https://www.yellowpages.com/geneseo-ny/mip/family-worship-center-466789719,"Religious Organizations,Churches & Places of Worship",,2 Haley Ave,Geneseo,NY,14454
National Heritage Academies,(315) 378-0911,https://www.yellowpages.com/syracuse-ny/mip/national-heritage-academies-486273417,"Public Schools,Schools",https://www.nhaschools.com/en,2200 Onondaga Creek Blvd,Syracuse,NY,13207
Bethesda Full Gospel,(716) 884-3622,https://www.yellowpages.com/buffalo-ny/mip/bethesda-full-gospel-460315130,"Religious Organizations,Interdenominational Full Gospel Churches,Full Gospel Churches",http://bethesdafullgospel.org,1365 Main St,Buffalo,NY,14209
Son Light Missions,(315) 376-3060,https://www.yellowpages.com/castorland-ny/mip/son-light-missions-29319173,Religious Organizations,http://www.sonlightmissions.com,4854 State Route 410,Castorland,NY,13620
Allen Road Elementary School,(315) 218-2300,https://www.yellowpages.com/syracuse-ny/mip/allen-road-elementary-school-12275490,"Public Schools,Elementary Schools,Schools",https://www.nscsd.org,803 Allen Rd,Syracuse,NY,13212
North Syracuse Central Schools,(315) 218-2200,https://www.yellowpages.com/syracuse-ny/mip/north-syracuse-central-schools-16699418,"Public Schools,Schools",http://www.nscsd.org,205 S Main St,Syracuse,NY,13212
Parishville-Hopkinton Central School,(315) 265-4642,https://www.yellowpages.com/parishville-ny/mip/parishville-hopkinton-central-school-15553947,"Public Schools,Schools,Educational Services",http://phcs.neric.org,Po Box 187,Parishville,NY,13672
Yeshiva Tifereth Moshe,(718) 846-7300,https://www.yellowpages.com/kew-gardens-ny/mip/yeshiva-tifereth-moshe-2469400,"Public Schools,Schools,Educational Services",http://stylemydomain.com,8306 Abingdon Rd,Kew Gardens,NY,11415
Buffalo Public Schools,(716) 816-4340,https://www.yellowpages.com/buffalo-ny/mip/buffalo-public-schools-466974793,"Public Schools,Government Offices,Schools",http://www.clevelandhs.org,370 Lafayette Ave,Buffalo,NY,14213
Youth Organization of Owego,(607) 689-3080,https://www.yellowpages.com/owego-ny/mip/youth-organization-of-owego-483860447,Religious Organizations,,93 Spencer Ave,Owego,NY,13827
United Methodist Church Of Gorham,(585) 526-6737,https://www.yellowpages.com/gorham-ny/mip/united-methodist-church-of-gorham-19161931,"Religious Organizations,Methodist Churches,Baptist Churches",http://freewebs.comorhamumc-4746-south-st-.gov,4746 South,Gorham,NY,14461
Bacon Memorial Presbyterian,(716) 283-5744,https://www.yellowpages.com/niagara-falls-ny/mip/bacon-memorial-presbyterian-18784159,"Religious Organizations,Presbyterian Churches,Churches & Places of Worship",http://www.baconmemorial.org,166 59th St,Niagara Falls,NY,14304
South Street School,(631) 801-3140,https://www.yellowpages.com/manorville-ny/mip/south-street-school-18040551,"Public Schools,Preschools & Kindergarten,Government Offices",http://esmonline.org,130 South St,Manorville,NY,11949
Yeshiva Chernobil,(718) 302-9395,https://www.yellowpages.com/brooklyn-ny/mip/yeshiva-chernobil-6283775,Schools,,274 Wallabout St,Brooklyn,NY,11206
Cse Office,(518) 284-9770,https://www.yellowpages.com/sharon-springs-ny/mip/cse-office-5356366,Public Schools,http://www.sharonsprings.org,Great Western Tpke,Sharon Springs,NY,13459
Whitesboro Central Schools,(315) 266-3410,https://www.yellowpages.com/utica-ny/mip/whitesboro-central-schools-458536058,"Public Schools,Government Offices",,115 Schoolhouse Rd,Utica,NY,13502
Deposit Central School,(607) 467-5507,https://www.yellowpages.com/deposit-ny/mip/deposit-central-school-13353862,"Public Schools,Educational Services,Schools",http://www.depositcsd.org,171 2nd St,Deposit,NY,13754
All Saints Elementary School,(315) 422-3140,https://www.yellowpages.com/syracuse-ny/mip/all-saints-elementary-school-454795621,"Public Schools,Preschools & Kindergarten,Schools",http://www.allsaintselementary.net,112 S Wilbur Ave,Syracuse,NY,13204
Country Valley Community Residence,(607) 724-3178,https://www.yellowpages.com/binghamton-ny/mip/country-valley-community-residence-3564293,Religious Organizations,,73 Main St,Binghamton,NY,13905
Assembly of God,(607) 589-6354,https://www.yellowpages.com/van-etten-ny/mip/assembly-of-god-6532536,"Religious Organizations,Assemblies of God Churches,Churches & Places of Worship",https://ag.org,922 State Route 224,Van Etten,NY,14889
Spanish Apostolate,(315) 422-9390,https://www.yellowpages.com/syracuse-ny/mip/spanish-apostolate-3636636,"Religious Organizations,Social Service Organizations,Marriage, Family, Child & Individual Counselors",,170 Seymour St,Syracuse,NY,13202
Collins Friendsmeeting,(716) 532-1393,https://www.yellowpages.com/collins-ny/mip/collins-friendsmeeting-28888335,Religious Organizations,,2345 Main St,Collins,NY,14034
Yeshiva Viznitz Dkhal Torath Chaim,(845) 371-0300,https://www.yellowpages.com/monsey-ny/mip/yeshiva-viznitz-dkhal-torath-chaim-480179308,"Public Schools,Schools,Elementary Schools",,230 Maple Ave,Monsey,NY,10952
Port Allegany School District,(814) 642-2544,https://www.yellowpages.com/port-allegany-pa/mip/port-allegany-school-district-6938125,"Public Schools,Schools,Elementary Schools",http://pasdedu.org,20 Oak St,Port Allegany,PA,16743
Hartford Central School,(518) 632-5222,https://www.yellowpages.com/hartford-ny/mip/hartford-central-school-18254178,"Public Schools,Schools,Preschools & Kindergarten",https://www.hartfordcsd.org/education/school/school.php?sectionid=54,4704 State Route 149,Hartford,NY,12838
Voorheesville Central Schools,(518) 765-3314,https://www.yellowpages.com/voorheesville-ny/mip/voorheesville-central-schools-460380193,"Public Schools,Schools,Elementary Schools",http://voorheesville.org,432 New Salem Rd,Voorheesville,NY,12186
Yeshiva Institute of Greater,(718) 762-7070,https://www.yellowpages.com/flushing-ny/mip/yeshiva-institute-of-greater-459597070,"Schools,Educational Services",,4300 171st St,Flushing,NY,11358
Schenevus Central School,(607) 638-5881,https://www.yellowpages.com/schenevus-ny/mip/schenevus-central-school-503860442,"Public Schools,Preschools & Kindergarten,Schools",http://www.schenevuscs.org,159 Main St,Schenevus,NY,12155
Yeshiva Beth Israel - CLOSED,,https://www.yellowpages.com/brooklyn-ny/mip/yeshiva-beth-israel-462823214,,,90 Ross St,Brooklyn,NY,11249
North Point Freewill Baptist Church,(716) 683-2921,https://www.yellowpages.com/depew-ny/mip/north-point-freewill-baptist-church-505169881,"Religious Organizations,Baptist Churches,General Baptist Churches",http://www.northpointbuffalo.com,321 Columbia Ave,Depew,NY,14043
Schalmont Central Schools,(518) 355-6110,https://www.yellowpages.com/schenectady-ny/mip/schalmont-central-schools-9131842,"Public Schools,Schools,Elementary Schools",http://www.schalmont.org,4 Sabre Dr,Schenectady,NY,12306
St Gerard's Church,(716) 895-5761,https://www.yellowpages.com/buffalo-ny/mip/st-gerards-church-455770835,Religious Organizations,,1190 E Delavan Ave,Buffalo,NY,14215
Buffalo Public Schools,(716) 816-3440,https://www.yellowpages.com/buffalo-ny/mip/buffalo-public-schools-453453859,"Public Schools,Schools,Government Offices",http://buffaloschools.org,780 Parkside Ave,Buffalo,NY,14216
Dansville Public Schools,(585) 335-4030,https://www.yellowpages.com/dansville-ny/mip/dansville-public-schools-7041307,"Public Schools,Schools,High Schools",http://www.dansvillecsd.org,282 Main St,Dansville,NY,14437
Lancaster Central Schools,(716) 686-3800,https://www.yellowpages.com/lancaster-ny/mip/lancaster-central-schools-467703877,"Public Schools,Schools",http://www.lancasterschools.org,91 Court St,Lancaster,NY,14086
Ichabod Crane Central School,(518) 758-7576,https://www.yellowpages.com/valatie-ny/mip/ichabod-crane-central-school-4638697,"Public Schools,Educational Services,Schools",http://www.ichabodcrane.org,2910 Route 9,Valatie,NY,12184
The Vine Wesleyan Church,(716) 683-0570,https://www.yellowpages.com/depew-ny/mip/the-vine-wesleyan-church-469080058,"Religious Organizations,Churches & Places of Worship",https://www.vinewc.org,425 Penora St,Depew,NY,14043
Seneca Falls Central Schools,(315) 568-5818,https://www.yellowpages.com/seneca-falls-ny/mip/seneca-falls-central-schools-29196997,Public Schools,http://www.sfcs.k12.ny.us,98 Clinton St,Seneca Falls,NY,13148
Sacred Heart Apostolate,(315) 492-6308,https://www.yellowpages.com/syracuse-ny/mip/sacred-heart-apostolate-540891267,Religious Organizations,https://accounts.google.com/ServiceLogin?passive=1209600&osid=1&continue=https://plus.google.com/116371949345949846401?hl=en&followup=https://plus.google.com/116371949345949846401?hl=en&hl=en,201 E Laurel St,Syracuse,NY,13203
Columbus Elementary School,(814) 665-9491,https://www.yellowpages.com/corry-pa/mip/columbus-elementary-school-456633991,"Public Schools,Schools",http://corrysd.net,100 W Main St,Corry,PA,16407
Fabius-Pompey Central School District,(315) 683-5301,https://www.yellowpages.com/fabius-ny/mip/fabius-pompey-central-school-district-535212733,"Public Schools,Educational Services,Schools",http://www.fabiuspompey.org,7800 Main St,Fabius,NY,13063
Saint Bridgets Roman Cath Church,(716) 778-9822,https://www.yellowpages.com/newfane-ny/mip/saint-bridgets-roman-cath-church-455659174,"Religious Organizations,Catholic Churches,Churches & Places of Worship",,Ewings Rd,Newfane,NY,14108
Modern Day Reformation,(607) 753-3300,https://www.yellowpages.com/cortland-ny/mip/modern-day-reformation-495639131,Religious Organizations,,20 Hyatt St,Cortland,NY,13045
City of Burlington School Department,(802) 864-8477,https://www.yellowpages.com/burlington-vt/mip/city-of-burlington-school-department-466550350,Public Schools,http://www.bsdvt.org,800 Pine St,Burlington,VT,05401
Apalachin Elementary School,(607) 687-6289,https://www.yellowpages.com/apalachin-ny/mip/apalachin-elementary-school-460511889,"Public Schools,Preschools & Kindergarten,Schools",http://www.oacsd.org,405 Pennsylvania Ave,Apalachin,NY,13732
Yeshiva of Congregation Tzemach Tzabik Viznitz,(718) 782-6383,https://www.yellowpages.com/brooklyn-ny/mip/yeshiva-of-congregation-tzemach-tzabik-viznitz-7737137,"Public Schools,Schools",,186 Ross St,Brooklyn,NY,11211
Church First Congregational,(315) 659-8923,https://www.yellowpages.com/antwerp-ny/mip/church-first-congregational-474161036,"Religious Organizations,Congregational Churches,Churches & Places of Worship",https://www.first-church.org,49 Main St,Antwerp,NY,13608
McEvoy Educational Center,(607) 758-5100,https://www.yellowpages.com/cortland-ny/mip/mcevoy-educational-center-28795612,Public Schools,http://www.ocmboces.org,1710 State Route 13,Cortland,NY,13045
East Hill Elementary School,(315) 487-4648,https://www.yellowpages.com/camillus-ny/mip/east-hill-elementary-school-451880534,"Public Schools,Preschools & Kindergarten,Elementary Schools",https://www.westgenesee.org,401 Blackmore Rd,Camillus,NY,13031
Hearts For The Homeless,(716) 877-3536,https://www.yellowpages.com/buffalo-ny/mip/hearts-for-the-homeless-481365280,Religious Organizations,,,Buffalo,NY,14223
St Joseph Elementary School,(518) 483-7806,https://www.yellowpages.com/malone-ny/mip/st-joseph-elementary-school-9762793,"Public Schools,Elementary Schools,Preschools & Kindergarten",http://www.malonecsd.org,99 Elm St,Malone,NY,12953
Sodus School Superintendent,(315) 483-5201,https://www.yellowpages.com/sodus-ny/mip/sodus-school-superintendent-462656333,Public Schools,http://www.soduscsd.org,6375 Robinson Rd,Sodus,NY,14551
D B Bunce Elementary School,(585) 584-3011,https://www.yellowpages.com/pavilion-ny/mip/d-b-bunce-elementary-school-3274252,Public Schools,http://www.pavilioncsd.org,7071 York Rd,Pavilion,NY,14525
Holy Cross School,(315) 446-4890,https://www.yellowpages.com/syracuse-ny/mip/holy-cross-school-4099320,"Religious Organizations,Religious General Interest Schools,Schools",http://www.hcschooldewitt.org,4200 E Genesee St,Syracuse,NY,13214
Johnstown Church Of Christ,(518) 762-7671,https://www.yellowpages.com/johnstown-ny/mip/johnstown-church-of-christ-7241603,"Religious Organizations,Church of Christ,Churches & Places of Worship",http://www.johnstownchurch.org,107 Stoller Rd,Johnstown,NY,12095
Lancaster Central Schools,(716) 686-3200,https://www.yellowpages.com/lancaster-ny/mip/lancaster-central-schools-474266221,"Public Schools,Educational Services,Schools",http://www.lancasterschools.org,177 Central Ave,Lancaster,NY,14086
Herkimer Catholic Fatih Formation Ofc,(315) 866-6821,https://www.yellowpages.com/herkimer-ny/mip/herkimer-catholic-fatih-formation-ofc-16841735,Religious Organizations,,226 S Main St,Herkimer,NY,13350
Lasalle Congregation Of Jehovah's Witnesses,(716) 260-2357,https://www.yellowpages.com/niagara-falls-ny/mip/lasalle-congregation-of-jehovahs-witnesses-9635651,"Religious Organizations,Jehovah's Witnesses Places of Worship,Churches & Places of Worship",http://www.jw.org,2099 River Rd,Niagara Falls,NY,14304
Lancaster Central Schools,(716) 686-3285,https://www.yellowpages.com/depew-ny/mip/lancaster-central-schools-485732678,"Public Schools,Schools",http://lancasterschools.org,86 Alys Dr E,Depew,NY,14043
Sisters of Saint Joseph,(518) 274-7055,https://www.yellowpages.com/troy-ny/mip/sisters-of-saint-joseph-3074754,"Religious Organizations,Convents & Monasteries,Churches & Places of Worship",http://www.ssjphila.org,Madison Ave,Troy,NY,12180
Yeshiva Beth Hillel Of Williamsburg,(718) 596-2111,https://www.yellowpages.com/brooklyn-ny/mip/yeshiva-beth-hillel-of-williamsburg-15031923,,,35 Hewes St,Brooklyn,NY,11249
Word Bible Fellowship Inc,(315) 896-2819,https://www.yellowpages.com/barneveld-ny/mip/word-bible-fellowship-inc-10119198,"Religious Organizations,Bible Churches,Churches & Places of Worship",,MAPPA Ave,Barneveld,NY,13304
Bradford Central School,(607) 583-4616,https://www.yellowpages.com/bradford-ny/mip/bradford-central-school-455931996,"Public Schools,Educational Services,Preschools & Kindergarten",https://www.bradfordcsd.org,2820 State Route 226,Bradford,NY,14815
Castile Christian Academy,(585) 493-2528,https://www.yellowpages.com/castile-ny/mip/castile-christian-academy-2954394,Public Schools,http://www.castilechristian.org,26 Beechwood Ave,Castile,NY,14427
Hornell Intermediate School,(607) 324-1304,https://www.yellowpages.com/hornell-ny/mip/hornell-intermediate-school-3257270,"Public Schools,Schools,Elementary Schools",http://www.hornellcityschools.com/is.cfm,71 Buffalo St,Hornell,NY,14843
Yeshiva Machzikel Havas,(718) 436-4445,https://www.yellowpages.com/brooklyn-ny/mip/yeshiva-machzikel-havas-1140812,,,1601 42nd St,Brooklyn,NY,11204
Lebanon Springs Jr-Sr High,(518) 794-7600,https://www.yellowpages.com/new-lebanon-ny/mip/lebanon-springs-jr-sr-high-460359178,"Public Schools,Middle Schools,Schools",http://www.newlebanoncsd.org,14665 State Route 22,New Lebanon,NY,12125
Prayer Watch Temple Ministries,(315) 964-2922,https://www.yellowpages.com/williamstown-ny/mip/prayer-watch-temple-ministries-453408606,"Religious Organizations,Churches & Places of Worship",http://prayerwatchtemple.org,89 Smith Dr,Williamstown,NY,13493
South Lewis Middle School and High School,(315) 348-2526,https://www.yellowpages.com/port-leyden-ny/mip/south-lewis-middle-school-and-high-school-19942192,"Public Schools,Schools",,,Port Leyden,NY,13433
Benton Hall Elementary School,(315) 823-1400,https://www.yellowpages.com/little-falls-ny/mip/benton-hall-elementary-school-469521945,Public Schools,https://www.lfcsd.org,1 Ward Sq,Little Falls,NY,13365
Parishville-Hopkinton Central,(315) 265-4642,https://www.yellowpages.com/parishville-ny/mip/parishville-hopkinton-central-458367573,"Public Schools,Elementary Schools,Preschools & Kindergarten",http://www.phcs.org,12 County Route 47,Parishville,NY,13672
